1001-HV-C-L-01,9240,97,1,4,103,0,14,145,1
1001-HV-C-L-02,9211,96,17,7,120,1,14,138,1
1001-HV-C-L-03,9171,136,3,7,129,0,11,147,1
1001-HV-C-L-04,9198,110,17,3,121,0,12,143,1
1001-HV-C-L-05,9232,83,14,9,103,1,15,147,1
1001-HV-C-L-06,9206,113,2,6,114,1,11,151,1
1001-HV-C-L-07,9198,117,0,4,123,1,17,144,1
1001-HV-C-L-08,9239,99,0,5,110,1,15,135,1
1001-HV-C-L-09,9199,125,1,7,117,0,15,140,1
1002-HV-C-L-01,9431,45,8,3,23,0,2,92,1
1002-HV-C-L-02,9374,66,8,3,46,0,0,107,1
1002-HV-C-L-03,9487,22,3,2,12,2,0,76,1
1002-HV-C-L-04,9441,39,4,3,32,0,2,83,1
1002-HV-C-L-05,9349,79,12,2,68,1,3,90,1
1002-HV-C-L-06,9452,36,3,0,36,0,3,74,1
1005-HV-C-L-01,9088,108,17,17,122,1,13,238,1
1005-HV-C-L-02,9102,114,1,16,115,0,10,246,1
1005-HV-C-L-03,9131,108,0,13,106,1,9,236,1
1005-HV-C-L-04,9104,109,14,8,108,1,16,244,1
1005-HV-C-L-05,9132,107,1,10,99,0,13,242,1
1005-HV-C-L-06,9147,114,17,6,120,0,17,183,1
1005-HV-C-L-07,9184,86,11,8,108,1,18,188,1
1008-HV-C-L-01,9149,89,1,3,77,0,17,268,1
1008-HV-C-L-02,9207,80,0,6,72,1,13,225,1
1008-HV-C-L-03,9248,72,2,6,66,0,9,201,1
1008-HV-C-L-04,9234,73,0,6,59,0,12,220,1
1008-HV-C-L-05,9130,94,1,7,90,0,17,265,1
1008-HV-C-L-06,9138,93,2,4,86,0,18,263,1
1008-HV-C-L-07,9211,64,15,3,54,0,13,244,1
1009-HV-C-L-01,9048,95,22,10,144,1,30,254,1
1009-HV-C-L-02,9059,84,19,13,127,0,27,275,1
1009-HV-C-L-03,9053,119,1,6,130,0,29,266,1
1009-HV-C-L-04,9062,113,3,7,143,0,27,249,1
1009-HV-C-L-05,9002,130,4,10,154,1,31,272,1
1009-HV-C-L-06,9067,95,21,11,143,0,29,238,1
1009-HV-C-L-07,9058,114,4,8,140,2,28,250,1
1009-HV-C-L-08,8991,104,25,11,149,1,29,294,1
1010-HV-C-L-01,9103,133,2,14,126,2,20,204,1
1010-HV-C-L-02,9102,121,1,15,126,0,18,221,1
1010-HV-C-L-03,8983,120,1,16,125,1,20,338,1
1010-HV-C-L-04,9012,109,16,10,122,1,19,315,1
1010-HV-C-L-05,9050,114,11,15,110,0,16,288,1
1012-HV-C-L-01,9243,71,14,2,110,0,15,149,1
1012-HV-C-L-02,9288,72,17,0,79,0,13,135,1
1012-HV-C-L-03,9214,119,0,7,101,0,11,152,1
1012-HV-C-L-04,9242,97,16,7,87,0,11,144,1
1012-HV-C-L-05,9240,105,14,4,101,0,13,127,1
1012-HV-C-L-06,9264,92,1,5,80,0,12,150,1
1013-HV-C-L-01,9200,87,15,8,109,1,13,171,1
1013-HV-C-L-02,9082,126,1,18,128,0,13,236,1
1013-HV-C-L-03,9162,96,12,10,102,0,11,211,1
1013-HV-C-L-04,9103,125,2,17,105,0,8,244,1
1013-HV-C-L-05,9106,119,16,11,116,0,13,223,1
1013-HV-C-L-06,9133,105,1,11,102,2,13,237,1
1013-HV-C-L-07,9084,130,1,12,133,0,17,227,1
1018-HV-C-L-01,9311,63,14,2,92,0,16,106,1
1018-HV-C-L-02,9303,64,14,4,97,0,18,104,1
1018-HV-C-L-03,9259,77,14,2,119,0,21,112,1
1018-HV-C-L-04,9277,70,12,5,103,1,16,120,1
1018-HV-C-L-05,9271,75,10,2,104,0,17,125,1
1018-HV-C-L-06,9254,90,1,9,102,0,16,132,1
1018-HV-C-L-07,9260,73,13,8,96,0,19,135,1
1019-HV-C-L-01,9059,132,2,13,143,0,27,228,1
1019-HV-C-L-02,9009,111,14,14,123,0,24,309,1
1019-HV-C-L-03,9070,107,11,9,108,0,24,275,1
1019-HV-C-L-04,9039,100,13,11,114,0,23,304,1
1019-HV-C-L-05,9072,92,3,8,108,0,22,299,1
1019-HV-C-L-06,9107,86,2,9,120,0,22,258,1
1019-HV-C-L-07,9171,70,16,6,106,0,17,218,1
1020-HV-C-L-01,9188,98,1,4,91,0,13,209,1
1020-HV-C-L-02,9212,108,2,6,103,1,9,163,1
1020-HV-C-L-03,9310,89,1,6,73,0,7,118,1
1020-HV-C-L-04,9255,110,0,5,90,1,6,137,1
1020-HV-C-L-05,9133,131,1,7,122,0,11,199,1
1020-HV-C-L-06,9203,115,0,9,109,1,8,159,1
1021-HV-C-L-01,9224,103,1,6,110,0,17,143,1
1021-HV-C-L-02,9199,101,1,9,120,0,14,160,1
1021-HV-C-L-03,9167,109,2,6,130,0,16,174,1
1021-HV-C-L-04,9215,105,1,7,122,1,17,136,1
1021-HV-C-L-05,9141,97,14,7,143,3,20,179,1
1021-HV-C-L-06,9184,105,2,11,128,0,20,154,1
1021-HV-C-L-07,9218,80,13,4,124,2,18,145,1
1021-HV-C-L-08,9242,75,14,6,113,1,18,135,1
1021-HV-C-L-09,9287,77,10,3,97,0,11,119,1
1025-HV-C-L-01,9254,70,12,5,107,0,10,146,1
1025-HV-C-L-02,9239,80,0,5,78,1,10,191,1
1025-HV-C-L-03,9175,91,13,5,100,0,9,211,1
1025-HV-C-L-04,9188,94,1,5,120,1,14,181,1
1025-HV-C-L-05,9242,76,11,4,107,0,12,152,1
1025-HV-C-L-06,9168,107,1,5,130,1,19,173,1
